"rules","support","confidence","coverage","lift","count"
"{french fries,spaghetti} => {eggs}",0.0079989334755366,0.289855072463768,0.0275963204906013,1.61291016212962,60
"{french fries,spaghetti} => {mineral water}",0.0101319824023464,0.367149758454106,0.0275963204906013,1.54026305266457,76
"{french fries,mineral water} => {spaghetti}",0.0101319824023464,0.300395256916996,0.0337288361551793,1.72531762797426,76
"{chocolate,eggs} => {spaghetti}",0.0105319290761232,0.317269076305221,0.0331955739234769,1.82223226750801,79
"{chocolate,spaghetti} => {eggs}",0.0105319290761232,0.268707482993197,0.0391947740301293,1.495233553362,79
"{eggs,spaghetti} => {chocolate}",0.0105319290761232,0.288321167883212,0.0365284628716171,1.75972097664115,79
"{chocolate,eggs} => {mineral water}",0.0134648713504866,0.405622489959839,0.0331955739234769,1.70166347717492,101
"{chocolate,mineral water} => {eggs}",0.0134648713504866,0.255696202531646,0.0526596453806159,1.42283176201029,101
"{eggs,mineral water} => {chocolate}",0.0134648713504866,0.264397905759162,0.050926543127583,1.61370926859193,101
"{chocolate,spaghetti} => {mineral water}",0.0158645513931476,0.404761904761905,0.0391947740301293,1.69805315862363,119
"{chocolate,mineral water} => {spaghetti}",0.0158645513931476,0.30126582278481,0.0526596453806159,1.73031771570357,119
"{mineral water,spaghetti} => {chocolate}",0.0158645513931476,0.265625,0.0597253699506732,1.62119863710334,119
"{eggs,spaghetti} => {mineral water}",0.0142647646980403,0.39051094890511,0.0365284628716171,1.63826768889107,107
"{eggs,mineral water} => {spaghetti}",0.0142647646980403,0.280104712041885,0.050926543127583,1.60877905438452,107
